_id	name	gender	culture	born	died	titles	aliases	father	mother	spouse	allegiances	books	povBooks	tvSeries	playedBy
characters:137	Arrec Durrandon	Male				Storm King						A Game of Thrones,The World of Ice and Fire			
characters:1370	Endehar	Male										A Clash of Kings			
characters:1371	Enger	Male									House Tully of Riverrun	A Clash of Kings			
characters:1372	Erik Ironmaker	Male	Ironborn	In 211 AC or 212 AC		Lord Steward of the Iron Islands,Castellan of Pyke	Erik the Just,Erik Anvil-Breaker			characters:150	House Greyjoy of Pyke,House Ironmaker	A Feast for Crows,A Dance with Dragons			
characters:1373	Eroeh	Female	Lhazareen		In 298 AC, at Dothraki Sea							A Game of Thrones,A Clash of Kings,A Dance with Dragons			
characters:1374	Erreck	Male				Maester						A Storm of Swords			
characters:1375	Erreg	Male	Andal			King	Erreg the Kinslayer					A Storm of Swords,The World of Ice and Fire			
characters:1376	Errok	Male	Free Folk									A Storm of Swords,A Feast for Crows			
characters:1377	Erryk	Male					Left or "Right"				House Tyrell of Highgarden	A Storm of Swords,A Feast for Crows			
characters:1378	Esgred	Female										A Clash of Kings			
characters:1379	Eustace	Male				Septon						A Feast for Crows			
characters:138	Arron Qorgyle	Male				Ser					House Qorgyle of Sandstone	A Storm of Swords,A Feast for Crows			
characters:1380	Eustace Brune	Male				Lord of the Dyre Den					House Brune of the Dyre Den	A Feast for Crows			
characters:1381	Ezzara	Female	Ghiscari	At Meereen		Blue Grace						A Dance with Dragons			
characters:1382	Falia Flowers	Female		In either 281 AC, 282 AC or 283 AC							House Hewett of Oakenshield	A Feast for Crows,A Dance with Dragons			
characters:1383	Farlen	Male			In 299 AC, at Winterfell						House Stark of Winterfell	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Dance with Dragons		Season 2	Peter Balance
characters:1384	Fern	Female										A Storm of Swords			
characters:1385	Ferny	Female	Free Folk							characters:1293		A Storm of Swords,A Feast for Crows			
characters:1386	Ferrego Antaryon	Female	Braavosi			Sealord of Braavos						A Feast for Crows,A Dance with Dragons			
characters:1387	Ferret	Male										The Mystery Knight			
characters:1388	Florys the Fox	Female										The World of Ice and Fire			
characters:1389	Fogo	Male	Dothraki		In 298 AC, at Dothraki sea	Khalakka						A Game of Thrones			
characters:139	Arstan Selmy	Male	Westeros			Lord of Harvest Hall					House Selmy of Harvest Hall	A Dance with Dragons			
characters:1390	Fornio	Male										A Storm of Swords			
characters:1391	Fralegg	Male	Ironborn				Fralegg the Strong					A Feast for Crows			
characters:1392	Franklyn Frey	Male				Ser					House Frey of the Crossing	The Hedge Knight,The Mystery Knight			
characters:1393	Frenken	Male				Maester						A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1394	Frenya	Female	Free Folk		In 300 AC, at Winterfell							A Dance with Dragons			
characters:1395	Frynne	Female										A Feast for Crows			
characters:1396	Gage	Male									House Stark of Winterfell	A Game of Thrones,A Clash of Kings,A Storm of Swords			
characters:1397	Galazza Galare	Female	Ghiscari	In 217 AC (roughly), at Meereen		Green Grace						A Dance with Dragons			
characters:1398	Galladon of Morne	Male				Ser	Perfect Knight					A Feast for Crows,The World of Ice and Fire			
characters:1399	Gallard	Male				Archmaester						A Feast for Crows,The World of Ice and Fire			
characters:14	Gillam	Male				Brother						A Feast for Crows			
characters:140	Arthor Karstark	Male	Northmen								House Karstark of Karhold	A Dance with Dragons			
characters:1400	Galt	Male	Mountain clans									A Clash of Kings			
characters:1401	Galyeon of Cuy	Male										A Storm of Swords			
characters:1402	Gareth	Male				Ser	Gareth the Grey					The Sworn Sword			
characters:1403	Gareth Clifton	Male				Ser				characters:551	House Clifton	A Feast for Crows			
characters:1404	Garigus	Male			At King's Landing	Wisdom						A Storm of Swords			
characters:1405	Garin	Male	Dornish				Garin of the Orphans					A Feast for Crows			
characters:1406	Garin	Male	Rhoynar		At Chroyane	Prince	Garin the Great					A Feast for Crows,A Dance with Dragons,The World of Ice and Fire			
characters:1407	Gariss	Male									House Stark of Winterfell	A Clash of Kings			
characters:1408	Garizon	Male				Archmaester						A Feast for Crows			
characters:1409	Garrett Flowers	Male									House Tyrell of Highgarden	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:141	Arthur Ambrose	Male				Lord				characters:102	House Ambrose	A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1410	Garse Flowers	Male									House Tyrell of Highgarden	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1411	Garth Greenhand	Male	First Men			High King of the First Men	Garth Greenhair,Garth the Green					A Storm of Swords,The Sworn Sword,The World of Ice and Fire			
characters:1412	Garth of Greenaway	Male		At Greenaway	In 300 AC, at Beyond the Wall							A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1413	Garth of Oldtown	Male			In 299 AC, at Craster's Keep							A Storm of Swords			
characters:1414	Gascoyne	Male				Ser	Gascoyne of the Greenblood				House Nymeros Martell of Sunspear	A Feast for Crows,A Dance with Dragons			
characters:1415	Gavin	Male	Free Folk				Gavin the Trader					A Dance with Dragons			
characters:1416	Gelmarr	Male			In 299 AC, at Winterfell		The Grim				House Greyjoy of Pyke	A Clash of Kings,A Dance with Dragons			
characters:1417	Gendel	Male	Free Folk			King-Beyond-the-Wall						A Clash of Kings,A Storm of Swords,The World of Ice and Fire			
characters:1418	Gendry	Male		In 284 AC, at King's Landing		Ser	The Bull,Ser Gendry of the hollow hill					A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows		Season 1,Season 2,Season 3	Joe Dempsie
characters:1419	Gerardys	Male			In 130 AC	Grand Maester						A Storm of Swords,The Rogue Prince			
characters:142	Arthur Dayne	Male			In 283 AC, at the Tower of Joy	Ser,Sword of the Morning					House Dayne of Starfall	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons,The World of Ice and Fire			
characters:1420	Gergen	Male					Green Gergen					A Storm of Swords			
characters:1421	Gerold Dayne	Male	Dorne	In or between 270 AC and 274 AC		Ser,Knight of High Hermitage	Darkstar				House Dayne of High Hermitage	A Feast for Crows,A Dance with Dragons			
characters:1422	Gerren	Male										A Clash of Kings			
characters:1423	Gerrick	Male	Free folk			King of the Wildlings	Gerrick Kingsblood				House Redbeard	A Dance with Dragons			
characters:1424	Gerris Drinkwater	Female	Dornish	In 275 AC		Ser	Drink,Dornish Gerrold				House Drinkwater	A Dance with Dragons			
characters:1425	Ghael	Male	Astapori			Lord						A Storm of Swords,A Dance with Dragons			
characters:1426	Ghost of High Heart	Female					The woods witch					A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1427	Gilly	Female	Free Folk	In either 282 AC, 283 AC or 284 AC, at Craster's Keep			the rabbit keeper			characters:1293		A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 2,Season 3,Season 4,Season 5	Hannah Murray
characters:1428	Glendon Hewett	Male				Ser					House Hewett of Oakenshield	A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1429	Goady	Male										A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:143	Artos Stark	Male	Northmen				Artos the Implacable			characters:98	House Stark of Winterfell	A Clash of Kings,A Dance with Dragons,The World of Ice and Fire			
characters:1430	Godwyn	Male									House Lannister of Casterly Rock	A Game of Thrones			
characters:1431	Goghor	Male	Ghiscari				Goghor the Giant					A Dance with Dragons			
characters:1432	Goodwin	Male				Ser,Master-at-arms at Evenfall Hall					House Tarth of Evenfall Hall	A Feast for Crows			
characters:1433	Gorghan of Old Ghis	Male	Ghis									A Feast for Crows			
characters:1434	Gormon Tyrell	Male				Maester	Maester Gormon					A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1435	Gorne	Male	Free Folk			King-Beyond-the-Wall						A Clash of Kings,A Storm of Swords,The World of Ice and Fire			
characters:1436	Grazdan	Male	Astapori		In 299 AC, at Astapor	Good Master						A Storm of Swords			
characters:1437	Grazdan mo Ullhor	Male	Astapori		In 299 AC, at Astapor	Good Master						A Storm of Swords			
characters:1438	Grazdan the Great	Male	Ghiscari									A Storm of Swords			
characters:1439	Grazdan zo Galare	Male	Meereenese									A Dance with Dragons			
characters:144	Artys I Arryn	Male	Andal	, at Giant's Lance		King of Mountain and Vale,Ser	Falcon Knight,Winged Knight					The World of Ice and Fire			
characters:1440	Grazdar zo Galare	Male	Ghiscari	At Meereen		Cupbearer	Grazhar					A Dance with Dragons			
characters:1441	Great Walrus	Male	Free Folk									A Dance with Dragons			
characters:1442	Gregor Clegane	Male		In 265 AC or 266 AC	In 300 AC	Ser,Knight of Clegane's Keep	The Mountain That Rides,The Mountain,The Great Dog				House Clegane,House Lannister of Casterly Rock	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 1,Season 2,Season 4,Season 5	Conan Stevens,Ian Whyte,Hafthor Julius Bjornsson
characters:1443	Gretchel	Female									House Arryn of the Eyrie	A Feast for Crows,A Dance with Dragons			
characters:1444	Grey King	Male	Ironborn		, at watery halls of the Drowned God (alleged)	High King of the Iron Islands						A Game of Thrones,A Dance with Dragons,The World of Ice and Fire			
characters:1445	Grey Worm	Male									House Targaryen of King's Landing	A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 3,Season 4,Season 5	Jacob Anderson
characters:1446	Griffin King	Male	First Men			last of the Mountain King	Griffin King					A Feast for Crows			
characters:1447	Grigg	Male	Free Folk				Grigg the Goat					A Storm of Swords,A Feast for Crows			
characters:1448	Grisel	Female									House Baelish of the Fingers	A Storm of Swords			
characters:1449	Grisella	Female	Free Folk									A Dance with Dragons			
characters:145	Arwood Frey	Male		In or between 263 AC and 281 AC		Ser		characters:501	characters:173	characters:948	House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:1450	Groleo	Male	Pentoshi		In 300 AC, at Meereen	Captain,Lord Admiral					House Targaryen of King's Landing	A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1451	Grubbs	Male			In 300 AC, at Beyond the Wall							A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1452	Grunt	Male	Northmen								House Bolton of the Dreadfort	A Dance with Dragons			
characters:1453	Gueren	Male										A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:1454	Gulian	Male				Maester						A Feast for Crows			
characters:1455	Gunthor son of Gurn	Male										A Game of Thrones,A Storm of Swords			
characters:1456	Gurn	Male	Mountain clans									A Game of Thrones			
characters:1457	Guyne	Male				Archmaester						A Feast for Crows			
characters:1458	Gyldayn	Male				Archmaester						The Princess and the Queen,The Rogue Prince,The World of Ice and Fire			
characters:1459	Gyleno Dothare	Male	Braavosi									A Feast for Crows			
characters:146	Arwyn Frey	Female		In 285 AC							House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1460	Gyloro Dothare	Male	Braavosi									A Feast for Crows			
characters:1461	Gynir	Male			In 299 AC, at Winterfell		Gynir Rednose  Rednose				House Greyjoy of Pyke	A Clash of Kings,A Dance with Dragons			
characters:1462	Haegon Blackfyre	Male	Valyrian	In or between 189 AC and 193 AC	In 219 AC						House Blackfyre of King's Landing	The Mystery Knight,The World of Ice and Fire			
characters:1463	Haggo	Male	Dothraki		In 298 AC, at Dothraki sea	Bloodrider of Khal Drogo						A Game of Thrones			
characters:1464	Haggon	Male	Free Folk									A Dance with Dragons			
characters:1465	Hairy Hal	Male			In 300 AC, at Beyond the Wall							A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1466	Hake	Male			In 299 AC, at Fist of the First Men							A Game of Thrones,A Clash of Kings,A Storm of Swords			
characters:1467	Hal	Male			In 299 AC		Hal the Hog				House Baratheon of Dragonstone	A Storm of Swords			
characters:1468	Halder	Male		In 281 AC or 282 AC			Stone Head					A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1469	Haldon	Male					Haldon Halfmaester				House Targaryen of King's Landing	A Dance with Dragons			
characters:147	Arwyn Oakheart	Female				Lady of Old Oak					House Oakheart of Old Oak	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1470	Hali	Female	Free Folk		In 298 AC, at the Wolfswood							A Game of Thrones			
characters:1471	Hallyne	Male				Lord,Wisdom	Hallyne the Pryomancer					A Clash of Kings,A Storm of Swords,A Feast for Crows		Season 2	Roy Dotrice
characters:1472	Hamish	Male			In 300 AC, at King's Landing		Hamish the Harper					A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1473	Harbert	Male				Ser,Castellan of Storm's End					House Baratheon of Storm's End	A Clash of Kings			
characters:1474	Hareth	Male				Grand Maester						A Storm of Swords			
characters:1475	Hareth	Male					Horse					A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1476	Harghaz	Male	Ghiscari		In 300 AC, at Meereen		Harghaz the Hero,Harghaz the Dragonslayer					A Dance with Dragons			
characters:1477	Harle	Male	Free Folk				Harle the Handsome					A Dance with Dragons			
characters:1478	Harle	Male	Free Folk				Harle the Huntsman					A Dance with Dragons			
characters:1479	Harma	Female	Wildlings		In 300 AC, at The Wall		Harma the Dogshead,Harma Dogshead					A Clash of Kings,A Storm of Swords,A Dance with Dragons			
characters:148	Arya Stark	Female	Northmen	In 289 AC, at Winterfell		Princess	Arya Horseface,Arya Underfoot,Arry,Lumpyface,Lumpyhead,Stickboy,Weasel,Nymeria,Squan,Saltb,Cat of the Canaly,Bets,The Blind Girh,The Ugly Little Girl,Mercedenl,Mercye				House Stark of Winterfell		A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons	Season 1,Season 2,Season 3,Season 4,Season 5	Maisie Williams
characters:1480	Harmund Sharp	Male	Ironborn								House Sharp	A Feast for Crows			
characters:1481	Harmune	Male				Maester						A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1482	Harodon	Male				Archmaester						A Feast for Crows			
characters:1483	Harra	Female			In 299 AC, at Harrenhal						House Lannister of Casterly Rock,House Whent of Harrenhal	A Clash of Kings			
characters:1484	Harrag Sharp	Male	Ironborn		In 299 AC, at Winterfell		Harrag Sheepstealer				House Sharp	A Clash of Kings			
characters:1485	Harren Half-Hoare	Male	Ironborn									A Feast for Crows,A Dance with Dragons			
characters:1486	Harry Sawyer	Male				Ser						A Feast for Crows			
characters:1487	Harsley	Male			In 299 AC, at Pennytree							A Storm of Swords,A Dance with Dragons			
characters:1488	Harwin	Male	Northmen	In 271 AC or later							House Stark of Winterfell	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1489	Hayhead	Male	Northmen								House Stark of Winterfell	A Clash of Kings			
characters:149	Arys Oakheart	Male	Reach	At Old Oak	In 300 AC, at the Greenblood	Ser					House Oakheart of Old Oak	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Dance with Dragons	A Feast for Crows		
characters:1490	Hazrak zo Loraq	Male	Ghiscari				The Handsome					A Dance with Dragons			
characters:1491	Hazzea	Female	Ghiscari	In 295 AC or 296 AC	In 300 AC, at plains outside Meereen							A Dance with Dragons			
characters:1492	Heke	Male			In 299 AC, at the North		Reek				House Bolton of the Dreadfort	A Clash of Kings,A Feast for Crows,A Dance with Dragons			
characters:1493	Helliweg	Male				Maester						A Feast for Crows			
characters:1494	Helly	Female										A Storm of Swords,A Feast for Crows			
characters:1495	Helya	Female									House Greyjoy of Pyke	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:1496	Hendry Bracken	Male			In 299 AC, at Stone Hedge						House Bracken of Stone Hedge	A Clash of Kings			
characters:1497	Henk	Male	Free Folk				Henk the Helm					A Storm of Swords,A Feast for Crows			
characters:1498	Henly	Male				Maester					House Slate of Blackpool	A Dance with Dragons			
characters:1499	Heward	Male	Northmen		In 298 AC, at King's Landing						House Stark of Winterfell	A Game of Thrones			
characters:15	High Septon	Male				High Septon,His High Holiness,Father of the Faithful,Voice of the Seven on Earth	The High Sparrow					A Feast for Crows,A Dance with Dragons		Season 5	Jonathan Pryce
characters:150	Asha Greyjoy	Female	Ironborn	In 275 AC or 276 AC, at Pyke		Princess,Captain of the Black Wind,Conqueror of Deepwood Motte	Esgred,The Kraken's Daughter			characters:1372	House Greyjoy of Pyke,House Ironmaker	A Game of Thrones,A Clash of Kings	A Feast for Crows,A Dance with Dragons	Season 2,Season 3,Season 4	Gemma Whelan
characters:1500	Hibald	Male										A Feast for Crows			
characters:1501	Hizdahr zo Loraq	Male	Ghiscari			King of Meereen,Scion of Ghis,Octarch of the Old Empire,Master of the Skahazadhan, Consort to Dragons,Blood of the Harpy[1]	Hizdak,Hizdahr of the tepid kisses			characters:1303		A Dance with Dragons		Season 4,Season 5	Joel Fry
characters:1502	Hobb	Male					Three-Finger Hobb					A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1503	Hod	Male										A Clash of Kings			
characters:1504	Hoke	Male					Hoke the Horseleg				House Lannister of Casterly Rock	A Feast for Crows			
characters:1505	Holger	Male										A Clash of Kings			
characters:1506	Holly	Female	Free Folk	In 283 AC, 284 AC or 285 AC	In 300 AC, at Winterfell							A Dance with Dragons			
characters:1507	Hop-Robin	Male										A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1508	Hot Pie	Male										A Clash of Kings,A Storm of Swords,A Feast for Crows		Season 1,Season 2,Season 3,Season 4	Ben Hawkey
characters:1509	House Charlton	Unknown													
characters:151	Ashara Dayne	Female			In 283 AC, at Starfall						House Dayne of Starfall	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Dance with Dragons			
characters:1510	House Glover of Deepwood Motte	Unknown				Master of Deepwood Motte									
characters:1511	House Stonetree of Harlaw	Unknown													
characters:1512	Howd	Male	Free Folk				Wanderer					A Dance with Dragons			
characters:1513	Hugh Hammer	Male			In 130 AC, at Tumbleton	Ser,Lord of Bitterbridge	Hard Hugh,The Betrayer,Lord Hammer					The Princess and the Queen,The World of Ice and Fire			
characters:1514	Hugor of the Hill	Male	Andals			King of the Andals	Hukko (unconfirmed)					A Dance with Dragons,The World of Ice and Fire			
characters:1515	Hullen	Male	Northmen		In 298 AC, at King's Landing	Master of horse at Winterfell					House Stark of Winterfell	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Dance with Dragons			
characters:1516	Humfrey Clifton	Male				Ser					House Baratheon of Dragonstone,House Clifton	A Dance with Dragons			
characters:1517	Hunnimore	Male				Maester						The Princess and the Queen			
characters:1518	Husband	Male								characters:1941		A Storm of Swords,A Feast for Crows			
characters:1519	Iggo	Male	Dothraki		In 299 AC, at Riverlands							A Storm of Swords			
characters:152	Aubrey Ambrose	Male				Ser					House Ambrose	The Sworn Sword			
characters:1520	Illyrio Mopatis	Male	Pentoshi	At Pentos		Magister of Pentos	The Cheesemonger,The Fat Man,The Lord of Cheese			characters:1521	House Targaryen of King's Landing	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 1	Roger Allam
characters:1521	Illyrio's first wife	Female	Pentoshi	At Pentos	At Pentos					characters:1520		A Dance with Dragons			
characters:1522	Ironbelly	Male					Ironbelly					A Clash of Kings,A Storm of Swords			
characters:1523	Irri	Female	Dothraki	In 283 AC or 284 AC							House Targaryen of King's Landing	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 1,Season 2	Amrita Acharia
characters:1524	Ithoke	Male	Ghiscari				Fearless Ithoke					A Dance with Dragons			
characters:1525	Jack	Male					Jack-Be-Lucky					A Storm of Swords,A Feast for Crows			
characters:1526	Jacks	Male									House Stark of Winterfell	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:1527	Jaehaera Targaryen	Female	Valyrian	In 123 AC	In 133 AC, at King's Landing	Princess,Queen				characters:40	House Targaryen of King's Landing	The Princess and the Queen,The Rogue Prince,The World of Ice and Fire			
characters:1528	Jaehaerys Targaryen	Male		In 123 AC	In 129 AC, at the Tower of the Hand at King's Landing	Prince					House Targaryen of King's Landing	The Princess and the Queen,The Rogue Prince			
characters:1529	Jafer Flowers	Male			In 298 AC, at the Haunted Forest							A Game of Thrones			
characters:153	Axell Florent	Male				Ser,Hand of the Queen (self-styled)					House Florent of Brightwater Keep	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1530	Jaggot	Male										A Game of Thrones			
characters:1531	Jalabhar Xho	Male	Summer Islands			Prince of the Red Flower Vale						A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1532	Jaqen H'ghar	Male					Lorath					A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 2	Tom Wlaschiha and Patrick O'Kane (as Jaqen's new face)
characters:1533	Jarl	Male	Free Folk		In 299 AC, at the Wall							A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1534	Jate	Male			In 300 AC, at Riverlands							A Feast for Crows			
characters:1535	Jate Blackberry	Male									House Baratheon of Dragonstone	A Storm of Swords			
characters:1536	Jayde	Female										A Storm of Swords			
characters:1537	Jayne Bracken	Female									House Bracken of Stone Hedge	A Dance with Dragons			
characters:1538	Jenny	Female			At King's Landing		Penny Jenny,Redgrass Jenny					The Mystery Knight			
characters:1539	Jenny of Oldstones	Female								characters:330		A Storm of Swords,A Feast for Crows,A Dance with Dragons,The World of Ice and Fire			
characters:154	Baela Targaryen	Female	Valyrian	In 116 AC, at Pentos		Lady				characters:91	House Targaryen of King's Landing,House Velaryon of Driftmark	The Princess and the Queen,The Rogue Prince,The World of Ice and Fire			
characters:1540	Jeren	Male										A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1541	Jeyne	Female	Braavosi				Canker Jeyne					A Feast for Crows			
characters:1542	Jeyne	Female					Squinty Jeyne				House Osgrey of Standfast	The Sworn Sword			
characters:1543	Jeyne Heddle	Female		In 281 AC or 282 AC			Long Jeyne					A Feast for Crows			
characters:1544	Jeyne Rivers	Female									House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1545	Jeyne Waters	Female	Westeros	In or between 171 AC and 176 AC								The World of Ice and Fire			
characters:1546	Jezhene	Female	Ghiscari	At Meereen		Cupbearer	Jhezane					A Dance with Dragons			
characters:1547	Jhaqo	Male	Dothraki			Khal,Ko (formerly)						A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1548	Jhiqui	Female	Dothraki	In 284 AC							House Targaryen of King's Landing	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 1	Sarita Piotrowski
characters:1549	Jhogo	Male	Dothraki	In or between 281 AC and 283 AC, at Dothraki sea		Ko,Bloodrider					House Targaryen of King's Landing	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:155	Baelon Targaryen	Male	Valyrian	At Dragonstone							House Targaryen of King's Landing	The World of Ice and Fire			
characters:1550	Jodge	Male									House Lannister of Casterly Rock	A Clash of Kings			
characters:1551	Jommo	Male	Dothraki			Khal						A Game of Thrones,A Feast for Crows			
characters:1552	Jommy	Male									House Baratheon of Storm's End	A Clash of Kings			
characters:1553	Jon Cupps	Male				Ser				characters:634		A Feast for Crows			
characters:1554	Jon Heddle	Male				Ser	Long Jon				House Heddle	A Feast for Crows			
characters:1555	Jon Penny	Male										A Feast for Crows			
characters:1556	Jon Pox	Male			At Stepstones							A Feast for Crows			
characters:1557	Jon Vance	Male				Maester						A Feast for Crows			
characters:1558	Jon Waters	Male		In or between 171 AC and 176 AC		Ser						A Feast for Crows,The World of Ice and Fire			
characters:1559	Jonos Bracken	Male		At Stone Hedge		Lord of Stone Hedge					House Bracken of Stone Hedge	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 1	Gerry O'Brien
characters:156	Baelon Targaryen	Male	Valyrian	In 105 AC, at King's Landing	In 105 AC, at King's Landing	Prince	Heir for a Day				House Targaryen of King's Landing	The Rogue Prince			
characters:1560	Jorah Mormont	Male	Northmen	In 254 AC (roughly)		Ser,Lord of Bear Island (stripped)	Jorah the Andal,Bear			characters:1510	House Mormont of Bear Island,House Targaryen of King's Landing	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 1,Season 2,Season 3,Season 4,Season 5	Iain Glen
characters:1561	Joramun	Male	Free Folk			King-Beyond-the-Wall						A Clash of Kings,A Storm of Swords,The World of Ice and Fire			
characters:1562	Jorgen	Male									House Webber of Coldmoat	The Sworn Sword			
characters:1563	Jorquen	Male				Septon						A Feast for Crows			
characters:1564	Joseran	Male				Maester						A Feast for Crows			
characters:1565	Joseth	Male									House Stark of Winterfell	A Game of Thrones,A Clash of Kings			
characters:1566	Joss	Male										A Game of Thrones			
characters:1567	Joss	Male	Braavosi				Joss the Gloom					A Feast for Crows			
characters:1568	Joss Stilwood	Male									House Clegane	A Game of Thrones,A Clash of Kings,A Feast for Crows			
characters:1569	Joth Quickbow	Male			At riverlands							A Storm of Swords			
characters:157	Baelon Targaryen	Male	Valyrian	In or between 53 AC and 64 AC	In 101 AC	Prince of Dragonstone,Hand of the King	Baelon the Brave,The Spring Prince			characters:109	House Targaryen of King's Landing	The Princess and the Queen,The Rogue Prince,The World of Ice and Fire			
characters:1570	Joy Hill	Female		In 288 AC							House Lannister of Casterly Rock	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1571	Jurne	Male				Maester						A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:1572	Jyana	Female	Crannogmen							characters:506	House Reed of Greywater Watch	A Feast for Crows,A Dance with Dragons			
characters:1573	Jyck	Male			In 298 AC, at Mountains of the Moon						House Lannister of Casterly Rock	A Game of Thrones			
characters:1574	Jynessa Blackmont	Female	Dornish								House Blackmont of Blackmont	A Storm of Swords,A Feast for Crows			
characters:1575	Jyzene	Female										A Storm of Swords,A Feast for Crows			
characters:1576	Kaeth	Male		At 175 AC, 176 AC or 177 AC	In 257 AC or 258 AC, at King's Landing	Grand Maester						A Storm of Swords,A Feast for Crows			
characters:1577	Karl	Male			In 300 AC, at the haunted forest		Clubfoot Karl					A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 3,Season 4	Burn Gorman
characters:1578	Kedge Whiteye	Male		In or between 251 AC and 260 AC								A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1579	Kedry	Male			In 300 AC, at off the coast of the Disputed Lands	Maester						A Feast for Crows,A Dance with Dragons			
characters:158	Baelor Blacktyde	Female	Ironborn		In 300 AC, at Old Wyk	Lord of Blacktyde,Captain of the Nightflyer					House Blacktyde of Blacktyde	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:1580	Kegs	Male										A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1581	Kella	Female									House Baelish of the Fingers	A Storm of Swords			
characters:1582	Kemmett Pyke	Male	Ironborn				Kemmett the Bastard					A Feast for Crows,A Dance with Dragons			
characters:1583	Kenned	Male	Ironborn		In 299 AC, at Winterfell		Kenned the Whale					A Clash of Kings			
characters:1584	Kennos of Kayce	Male				Ser					House Kenning of Kayce	A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1585	Ketter	Male										A Game of Thrones			
characters:1586	Kezmya	Female	Ghiscari	At Meereen		Cupbearer						A Dance with Dragons			
characters:1587	Khorane Sathmantes	Male	Lyseni									A Storm of Swords			
